mRNA_ID	Length
Pavir.1NG055800.1.v5.1	849
Pavir.1NG056000.1.v5.1	3099
Pavir.1NG056200.1.v5.1	1543
Pavir.1NG056300.3.v5.1	2794
Pavir.1NG056400.2.v5.1	1730
Pavir.1NG056600.4.v5.1	6809
Pavir.1NG056800.3.v5.1	2277
Pavir.1NG057000.1.v5.1	1086
Pavir.1NG057200.1.v5.1	651
Pavir.1NG057300.1.v5.1	900
Pavir.1NG057500.1.v5.1	459
Pavir.1NG057600.1.v5.1	634
Pavir.1NG057700.2.v5.1	2757
Pavir.1NG057766.1.v5.1	824
Pavir.1NG058000.2.v5.1	2457
Pavir.1NG058036.1.v5.1	825
Pavir.1NG058072.1.v5.1	597
Pavir.1NG058100.10.v5.1	1850
Pavir.1NG058300.2.v5.1	1623
Pavir.1NG058544.1.v5.1	519
Pavir.1NG058700.1.v5.1	786
Pavir.1NG058800.1.v5.1	1396
Pavir.1NG058844.1.v5.1	1280
Pavir.1NG058900.2.v5.1	849
Pavir.1NG059000.1.v5.1	1083
Pavir.1NG059050.1.v5.1	681
Pavir.1NG059100.1.v5.1	968
Pavir.1NG059200.1.v5.1	631
Pavir.1NG059300.1.v5.1	680
Pavir.1NG059305.1.v5.1	801
Pavir.1NG059344.1.v5.1	927
Pavir.1NG059400.1.v5.1	441
Pavir.1NG059500.5.v5.1	8623
Pavir.1NG059533.1.v5.1	648
Pavir.1NG059566.1.v5.1	3189
Pavir.1NG059600.1.v5.1	728
Pavir.1NG059744.1.v5.1	549
Pavir.1NG059800.7.v5.1	2114
Pavir.1NG059844.1.v5.1	411
Pavir.1NG059900.1.v5.1	953
Pavir.1NG059944.1.v5.1	840
Pavir.1NG060000.1.v5.1	1567
Pavir.1NG060101.1.v5.1	570
Pavir.1NG060201.1.v5.1	2514
Pavir.1NG060300.2.v5.1	1094
Pavir.1NG060500.1.v5.1	3865
Pavir.1NG060600.1.v5.1	1161
Pavir.1NG060700.1.v5.1	411
Pavir.1NG060775.1.v5.1	612
Pavir.1NG060850.1.v5.1	2089
Pavir.1NG060925.1.v5.1	490
Pavir.1NG061000.2.v5.1	306
Pavir.1NG061166.1.v5.1	1236
Pavir.1NG061332.1.v5.1	561
Pavir.1NG061410.1.v5.1	2598
Pavir.1NG061500.2.v5.1	2481
Pavir.1NG061600.8.v5.1	1606
Pavir.1NG061700.3.v5.1	3708
Pavir.1NG061800.1.v5.1	1243
Pavir.1NG061900.2.v5.1	1772
Pavir.1NG062100.6.v5.1	4285
Pavir.1NG062500.1.v5.1	363
Pavir.1NG062600.1.v5.1	348
Pavir.1NG062700.18.v5.1	6260
Pavir.1NG062788.1.v5.1	3652
Pavir.1NG062800.1.v5.1	1225
Pavir.1NG063100.1.v5.1	1619
Pavir.1NG063200.1.v5.1	2111
Pavir.1NG063250.3.v5.1	1782
Pavir.1NG063300.1.v5.1	3351
Pavir.1NG063400.1.v5.1	2008
Pavir.1NG063588.1.v5.1	2041
Pavir.1NG063600.2.v5.1	1077
Pavir.1NG063800.2.v5.1	1165
Pavir.1NG064000.1.v5.1	1656
Pavir.1NG064100.1.v5.1	955
Pavir.1NG064200.1.v5.1	620
Pavir.1NG064300.1.v5.1	746
Pavir.1NG064400.1.v5.1	1800
Pavir.1NG064500.2.v5.1	679
Pavir.1NG064600.7.v5.1	1761
Pavir.1NG064700.1.v5.1	1110
Pavir.1NG064800.1.v5.1	1368
Pavir.1NG064900.1.v5.1	3224
Pavir.1NG065101.1.v5.1	446
Pavir.1NG065300.2.v5.1	1004
Pavir.1NG065400.1.v5.1	1098
Pavir.1NG065500.2.v5.1	1315
Pavir.1NG065700.4.v5.1	1334
Pavir.1NG065766.1.v5.1	1094
Pavir.1NG065832.1.v5.1	396
Pavir.1NG065900.4.v5.1	2089
Pavir.1NG065950.1.v5.1	411
Pavir.1NG066000.3.v5.1	2274
Pavir.1NG066100.1.v5.1	480
Pavir.1NG066200.1.v5.1	327
Pavir.1NG066300.1.v5.1	282
Pavir.1NG066366.1.v5.1	327
Pavir.1NG066432.1.v5.1	2127
Pavir.1NG066500.1.v5.1	345
Pavir.1NG066600.1.v5.1	297
Pavir.1NG066700.1.v5.1	348
Pavir.1NG066800.21.v5.1	5573
Pavir.1NG067000.1.v5.1	1328
Pavir.1NG067032.1.v5.1	4274
Pavir.1NG067101.1.v5.1	360
Pavir.1NG067200.2.v5.1	899
Pavir.1NG067300.1.v5.1	1980
Pavir.1NG067400.1.v5.1	1306
Pavir.1NG067500.1.v5.1	1513
Pavir.1NG067600.1.v5.1	1800
Pavir.1NG067701.1.v5.1	510
Pavir.1NG067800.9.v5.1	2378
Pavir.1NG067850.2.v5.1	1726
Pavir.1NG067900.2.v5.1	1992
Pavir.1NG067901.1.v5.1	294
Pavir.1NG067966.1.v5.1	729
Pavir.1NG068032.1.v5.1	645
Pavir.1NG068100.1.v5.1	1686
Pavir.1NG068350.1.v5.1	144
Pavir.1NG068600.2.v5.1	1490
Pavir.1NG068700.1.v5.1	1554
Pavir.1NG068801.1.v5.1	1528
Pavir.1NG068901.1.v5.1	2505
Pavir.1NG069000.1.v5.1	560
Pavir.1NG069101.2.v5.1	863
Pavir.1NG069200.1.v5.1	651
Pavir.1NG069401.1.v5.1	588
Pavir.1NG069600.2.v5.1	1497
Pavir.1NG069700.1.v5.1	3033
Pavir.1NG069800.2.v5.1	2885
Pavir.1NG069900.2.v5.1	516
Pavir.1NG070000.5.v5.1	1890
Pavir.1NG070100.5.v5.1	2209
Pavir.1NG070200.2.v5.1	593
Pavir.1NG070500.1.v5.1	1865
Pavir.1NG070700.2.v5.1	1754
Pavir.1NG070801.1.v5.1	357
Pavir.1NG070900.7.v5.1	3560
Pavir.1NG071100.1.v5.1	583
Pavir.1NG071200.1.v5.1	1661
Pavir.1NG071276.1.v5.1	546
Pavir.1NG071300.5.v5.1	4305
Pavir.1NG071401.1.v5.1	270
Pavir.1NG071501.1.v5.1	591
Pavir.1NG071600.2.v5.1	1656
Pavir.1NG071700.1.v5.1	2333
Pavir.1NG071800.2.v5.1	1609
Pavir.1NG071900.1.v5.1	1763
Pavir.1NG072000.2.v5.1	792
Pavir.1NG072050.1.v5.1	831
Pavir.1NG072100.4.v5.1	3891
Pavir.1NG072150.1.v5.1	213
Pavir.1NG072200.1.v5.1	1538
Pavir.1NG072550.1.v5.1	1242
Pavir.1NG072900.2.v5.1	1048
Pavir.1NG073000.1.v5.1	3034
Pavir.1NG073200.3.v5.1	2957
Pavir.1NG073400.1.v5.1	2208
Pavir.1NG073550.1.v5.1	1283
Pavir.1NG073700.1.v5.1	820
Pavir.1NG073900.1.v5.1	3398
Pavir.1NG073966.1.v5.1	733
Pavir.1NG074032.1.v5.1	1342
Pavir.1NG074100.1.v5.1	496
Pavir.1NG074300.1.v5.1	2007
Pavir.1NG074319.2.v5.1	1328
Pavir.1NG074500.1.v5.1	1459
Pavir.1NG074519.1.v5.1	895
Pavir.1NG074538.1.v5.1	1456
Pavir.1NG074700.1.v5.1	1574
Pavir.1NG074800.2.v5.1	2657
Pavir.1NG075000.1.v5.1	1204
Pavir.1NG075100.1.v5.1	1944
Pavir.1NG075201.1.v5.1	1377
Pavir.1NG075300.2.v5.1	1254
Pavir.1NG075401.1.v5.1	669
Pavir.1NG075501.1.v5.1	1341
Pavir.1NG075600.2.v5.1	1427
Pavir.1NG075700.1.v5.1	1412
Pavir.1NG075800.2.v5.1	1786
Pavir.1NG075900.2.v5.1	1830
Pavir.1NG075950.1.v5.1	326
Pavir.1NG076001.1.v5.1	399
Pavir.1NG076051.1.v5.1	944
Pavir.1NG076100.1.v5.1	1467
Pavir.1NG076250.1.v5.1	1314
Pavir.1NG076400.8.v5.1	5099
Pavir.1NG076600.20.v5.1	4160
Pavir.1NG076800.1.v5.1	1015
Pavir.1NG077000.3.v5.1	2274
Pavir.1NG077300.3.v5.1	4625
Pavir.1NG077400.1.v5.1	923
Pavir.1NG077700.1.v5.1	1871
Pavir.1NG077800.1.v5.1	1202
Pavir.1NG077850.1.v5.1	1143
Pavir.1NG077900.1.v5.1	1440
Pavir.1NG078300.3.v5.1	1502
Pavir.1NG078800.1.v5.1	1467
Pavir.1NG078900.1.v5.1	1600
Pavir.1NG079000.1.v5.1	1321
Pavir.1NG079100.2.v5.1	876
Pavir.1NG079200.1.v5.1	3200
Pavir.1NG079300.5.v5.1	3274
Pavir.1NG079700.2.v5.1	1787
Pavir.1NG079800.1.v5.1	1156
Pavir.1NG079900.1.v5.1	1918
Pavir.1NG080200.1.v5.1	1428
Pavir.1NG080400.2.v5.1	1693
Pavir.1NG080500.1.v5.1	312
Pavir.1NG080600.1.v5.1	1081
Pavir.1NG080700.2.v5.1	1973
Pavir.1NG080900.2.v5.1	1068
Pavir.1NG081000.2.v5.1	1434
Pavir.1NG081100.1.v5.1	472
Pavir.1NG081200.1.v5.1	1743
Pavir.1NG081300.7.v5.1	3820
Pavir.1NG081500.2.v5.1	3429
Pavir.1NG081600.2.v5.1	1597
Pavir.1NG081700.1.v5.1	1482
Pavir.1NG081800.1.v5.1	3650
Pavir.1NG081801.1.v5.1	1144
Pavir.1NG081900.1.v5.1	2725
Pavir.1NG081901.1.v5.1	1089
Pavir.1NG082001.1.v5.1	549
Pavir.1NG082100.1.v5.1	2865
Pavir.1NG082101.1.v5.1	3214
Pavir.1NG082201.1.v5.1	1759
Pavir.1NG082233.1.v5.1	2646
Pavir.1NG082300.2.v5.1	945
Pavir.1NG082366.1.v5.1	1812
Pavir.1NG082500.1.v5.1	980
Pavir.1NG082650.1.v5.1	2328
Pavir.1NG082800.3.v5.1	2291
Pavir.1NG082900.1.v5.1	2308
Pavir.1NG083000.2.v5.1	2462
Pavir.1NG083044.1.v5.1	912
Pavir.1NG083100.3.v5.1	2134
Pavir.1NG083200.2.v5.1	1472
Pavir.1NG083300.1.v5.1	2713
Pavir.1NG083400.1.v5.1	790
Pavir.1NG083500.4.v5.1	1161
Pavir.1NG083525.1.v5.1	1104
Pavir.1NG083550.1.v5.1	841
Pavir.1NG083575.1.v5.1	1267
Pavir.1NG083600.10.v5.1	2069
Pavir.1NG083733.1.v5.1	378
Pavir.1NG083866.1.v5.1	1719
Pavir.1NG083999.1.v5.1	2655
Pavir.1NG084132.1.v5.1	2203
Pavir.1NG084200.1.v5.1	967
Pavir.1NG084265.1.v5.1	411
Pavir.1NG084400.1.v5.1	1369
Pavir.1NG084500.3.v5.1	1304
Pavir.1NG084600.1.v5.1	996
Pavir.1NG084700.2.v5.1	753
Pavir.1NG084800.1.v5.1	800
Pavir.1NG084900.1.v5.1	1026
Pavir.1NG085000.1.v5.1	985
Pavir.1NG085300.1.v5.1	521
Pavir.1NG085350.1.v5.1	654
Pavir.1NG085400.5.v5.1	3813
Pavir.1NG085600.2.v5.1	900
Pavir.1NG085700.1.v5.1	1403
Pavir.1NG085900.4.v5.1	1851
Pavir.1NG086000.3.v5.1	1768
Pavir.1NG086200.1.v5.1	1180
Pavir.1NG086300.1.v5.1	405
Pavir.1NG086400.4.v5.1	4140
Pavir.1NG086600.8.v5.1	4489
Pavir.1NG086700.2.v5.1	1035
Pavir.1NG086900.1.v5.1	1585
Pavir.1NG087000.2.v5.1	240
Pavir.1NG087100.4.v5.1	1782
Pavir.1NG087200.1.v5.1	1514
Pavir.1NG087300.1.v5.1	747
Pavir.1NG087400.1.v5.1	267
Pavir.1NG087500.7.v5.1	3774
Pavir.1NG087700.1.v5.1	1879
Pavir.1NG087800.1.v5.1	1296
Pavir.1NG087900.2.v5.1	1573
Pavir.1NG088000.2.v5.1	3127
Pavir.1NG088200.1.v5.1	4467
Pavir.1NG088300.4.v5.1	2825
Pavir.1NG088400.2.v5.1	3303
Pavir.1NG088600.2.v5.1	1320
Pavir.1NG088700.4.v5.1	1882
Pavir.1NG088800.1.v5.1	2120
Pavir.1NG088900.1.v5.1	3029
Pavir.1NG089000.2.v5.1	801
Pavir.1NG089100.1.v5.1	1585
Pavir.1NG089300.1.v5.1	580
Pavir.1NG089400.1.v5.1	1514
Pavir.1NG089500.7.v5.1	3306
Pavir.1NG089600.3.v5.1	2453
Pavir.1NG089700.3.v5.1	3301
Pavir.1NG089800.1.v5.1	1553
Pavir.1NG089900.3.v5.1	1960
Pavir.1NG090000.2.v5.1	2141
Pavir.1NG091144.1.v5.1	369
Pavir.1NG091344.1.v5.1	474
Pavir.1NG092244.1.v5.1	222
Pavir.1NG092644.2.v5.1	3311
Pavir.1NG092700.4.v5.1	2118
Pavir.1NG092801.2.v5.1	802
Pavir.1NG092900.1.v5.1	1331
Pavir.1NG093100.1.v5.1	390
Pavir.1NG093144.1.v5.1	252
Pavir.1NG093500.1.v5.1	982
Pavir.1NG093844.1.v5.1	354
Pavir.1NG094044.1.v5.1	234
Pavir.1NG094100.3.v5.1	1985
Pavir.1NG094200.3.v5.1	1436
Pavir.1NG094244.2.v5.1	2490
Pavir.1NG094300.1.v5.1	1017
Pavir.1NG094500.3.v5.1	1088
Pavir.1NG094600.3.v5.1	1299
Pavir.1NG094700.1.v5.1	2255
Pavir.1NG094800.2.v5.1	3828
Pavir.1NG094900.1.v5.1	1799
Pavir.1NG095000.2.v5.1	1955
Pavir.1NG095100.1.v5.1	1835
Pavir.1NG095300.4.v5.1	1843
Pavir.1NG095588.1.v5.1	522
Pavir.1NG095700.5.v5.1	2918
Pavir.1NG095900.1.v5.1	934
Pavir.1NG096500.6.v5.1	4050
Pavir.1NG096600.1.v5.1	258
Pavir.1NG096800.2.v5.1	1598
Pavir.1NG096900.6.v5.1	2613
Pavir.1NG097000.2.v5.1	2999
Pavir.1NG097144.1.v5.1	881
Pavir.1NG097200.1.v5.1	1130
Pavir.1NG097236.1.v5.1	5023
Pavir.1NG097272.1.v5.1	327
Pavir.1NG097308.1.v5.1	762
Pavir.1NG097344.1.v5.1	2584
Pavir.1NG097744.1.v5.1	1471
Pavir.1NG098288.1.v5.1	537
Pavir.1NG098488.1.v5.1	910
Pavir.1NG098544.1.v5.1	1302
Pavir.1NG098600.2.v5.1	456
Pavir.1NG098619.1.v5.1	859
Pavir.1NG098638.1.v5.1	1299
Pavir.1NG098657.1.v5.1	1045
Pavir.1NG098676.1.v5.1	1668
Pavir.1NG098695.2.v5.1	1673
Pavir.1NG098714.1.v5.1	1794
Pavir.1NG098733.1.v5.1	830
Pavir.1NG098844.1.v5.1	2536
Pavir.1NG098900.2.v5.1	748
Pavir.1NG099500.1.v5.1	2353
Pavir.1NG099544.5.v5.1	1052
Pavir.1NG099600.1.v5.1	825
Pavir.1NG099700.1.v5.1	863
Pavir.1NG099832.1.v5.1	369
Pavir.1NG100200.1.v5.1	1191
Pavir.1NG100219.1.v5.1	816
Pavir.1NG100238.1.v5.1	1958
Pavir.1NG100400.2.v5.1	1143
Pavir.1NG100600.1.v5.1	891
Pavir.1NG100800.1.v5.1	2669
Pavir.1NG101000.2.v5.1	3977
Pavir.1NG101019.1.v5.1	2670
Pavir.1NG101100.2.v5.1	1997
Pavir.1NG101200.1.v5.1	2857
Pavir.1NG101300.1.v5.1	1963
Pavir.1NG101388.1.v5.1	585
Pavir.1NG101400.1.v5.1	1736
Pavir.1NG101700.2.v5.1	3891
Pavir.1NG101719.1.v5.1	231
Pavir.1NG101800.1.v5.1	207
Pavir.1NG101900.2.v5.1	540
Pavir.1NG101988.1.v5.1	501
Pavir.1NG102000.1.v5.1	895
Pavir.1NG102100.1.v5.1	660
Pavir.1NG102200.1.v5.1	1132
Pavir.1NG102400.2.v5.1	2891
Pavir.1NG102419.1.v5.1	210
Pavir.1NG102438.1.v5.1	819
Pavir.1NG102732.2.v5.1	2357
Pavir.1NG102900.1.v5.1	1317
Pavir.1NG103000.2.v5.1	708
Pavir.1NG103100.1.v5.1	468
Pavir.1NG103300.16.v5.1	3968
Pavir.1NG103400.9.v5.1	3311
Pavir.1NG103788.1.v5.1	3416
Pavir.1NG103900.8.v5.1	3947
Pavir.1NG104000.2.v5.1	1728
Pavir.1NG104100.2.v5.1	669
Pavir.1NG104200.1.v5.1	4894
Pavir.1NG104400.4.v5.1	1456
Pavir.1NG104500.3.v5.1	3179
Pavir.1NG104700.1.v5.1	2723
Pavir.1NG105300.1.v5.1	1870
Pavir.1NG105400.2.v5.1	2211
Pavir.1NG105700.2.v5.1	1948
Pavir.1NG105800.1.v5.1	852
Pavir.1NG105900.1.v5.1	1640
Pavir.1NG106000.3.v5.1	2929
Pavir.1NG106100.1.v5.1	1566
Pavir.1NG106300.2.v5.1	1783
Pavir.1NG106400.1.v5.1	1473
Pavir.1NG107100.1.v5.1	2539
Pavir.1NG107144.1.v5.1	2828
Pavir.1NG107300.1.v5.1	2343
Pavir.1NG107466.2.v5.1	704
Pavir.1NG107544.1.v5.1	165
Pavir.1NG107800.1.v5.1	1736
Pavir.1NG107866.1.v5.1	935
Pavir.1NG107932.1.v5.1	420
Pavir.1NG108000.1.v5.1	171
Pavir.1NG108032.3.v5.1	3249
Pavir.1NG108144.1.v5.1	1267
Pavir.1NG108400.5.v5.1	1861
Pavir.1NG108444.1.v5.1	357
Pavir.1NG108500.3.v5.1	2807
Pavir.1NG108644.1.v5.1	1260
Pavir.1NG108700.8.v5.1	3766
Pavir.1NG108800.4.v5.1	1694
Pavir.1NG108900.6.v5.1	1051
Pavir.1NG109000.4.v5.1	4019
Pavir.1NG109300.1.v5.1	1198
Pavir.1NG109400.1.v5.1	1652
Pavir.1NG109500.1.v5.1	1421
Pavir.1NG109544.1.v5.1	2787
Pavir.1NG109600.1.v5.1	807
Pavir.1NG109700.1.v5.1	1590
Pavir.1NG109800.9.v5.1	5818
Pavir.1NG109900.1.v5.1	1133
Pavir.1NG110100.3.v5.1	432
Pavir.1NG110244.1.v5.1	309
Pavir.1NG110300.1.v5.1	553
Pavir.1NG110400.2.v5.1	1539
Pavir.1NG110500.1.v5.1	1040
Pavir.1NG110544.1.v5.1	2038
Pavir.1NG110700.12.v5.1	3022
Pavir.1NG110800.1.v5.1	917
Pavir.1NG111000.1.v5.1	1537
Pavir.1NG111200.2.v5.1	1153
Pavir.1NG111300.1.v5.1	660
Pavir.1NG111388.1.v5.1	903
Pavir.1NG111400.4.v5.1	1518
Pavir.1NG111500.2.v5.1	1223
Pavir.1NG111800.2.v5.1	510
Pavir.1NG112276.1.v5.1	1095
Pavir.1NG112600.4.v5.1	2494
Pavir.1NG112644.1.v5.1	291
Pavir.1NG112888.1.v5.1	750
Pavir.1NG112900.2.v5.1	285
Pavir.1NG113044.1.v5.1	1224
Pavir.1NG113200.2.v5.1	582
Pavir.1NG113300.1.v5.1	2540
Pavir.1NG113500.1.v5.1	642
Pavir.1NG113519.1.v5.1	1327
Pavir.1NG113538.1.v5.1	1000
Pavir.1NG113544.2.v5.1	1438
Pavir.1NG113600.2.v5.1	3008
Pavir.1NG113744.1.v5.1	1749
Pavir.1NG113788.1.v5.1	1870
Pavir.1NG114044.1.v5.1	789
Pavir.1NG114100.2.v5.1	503
Pavir.1NG114119.1.v5.1	768
Pavir.1NG114138.6.v5.1	1961
Pavir.1NG114157.2.v5.1	2965
Pavir.1NG114176.1.v5.1	603
Pavir.1NG114195.1.v5.1	447
Pavir.1NG114214.1.v5.1	444
Pavir.1NG114233.1.v5.1	1113
Pavir.1NG114252.1.v5.1	399
Pavir.1NG114271.1.v5.1	654
Pavir.1NG114290.1.v5.1	716
Pavir.1NG114944.1.v5.1	393
Pavir.1NG115220.1.v5.1	1002
Pavir.1NG115244.1.v5.1	804
Pavir.1NG115320.3.v5.1	351
Pavir.1NG115620.1.v5.1	4045
Pavir.1NG115700.1.v5.1	919
Pavir.1NG115800.1.v5.1	3243
Pavir.1NG115819.1.v5.1	819
Pavir.1NG115838.1.v5.1	303
Pavir.1NG115900.1.v5.1	2755
Pavir.1NG116044.1.v5.1	1662
Pavir.1NG116100.5.v5.1	2424
Pavir.1NG116119.1.v5.1	1353
Pavir.1NG116138.1.v5.1	1127
Pavir.1NG116157.1.v5.1	756
Pavir.1NG116300.5.v5.1	3511
Pavir.1NG116400.2.v5.1	1463
Pavir.1NG116500.2.v5.1	1806
Pavir.1NG116520.1.v5.1	327
Pavir.1NG116600.1.v5.1	1620
Pavir.1NG116619.1.v5.1	303
Pavir.1NG116800.2.v5.1	2787
Pavir.1NG116844.1.v5.1	408
Pavir.1NG116888.1.v5.1	454
Pavir.1NG116900.1.v5.1	1705
Pavir.1NG117000.4.v5.1	411
Pavir.1NG117100.6.v5.1	2397
Pavir.1NG117144.1.v5.1	550
Pavir.1NG117400.2.v5.1	282
Pavir.1NG117419.1.v5.1	2277
Pavir.1NG117500.1.v5.1	1050
Pavir.1NG117600.1.v5.1	564
Pavir.1NG117619.1.v5.1	366
Pavir.1NG117638.1.v5.1	783
Pavir.1NG117900.1.v5.1	1144
Pavir.1NG117919.1.v5.1	1789
Pavir.1NG118032.1.v5.1	303
Pavir.1NG118100.1.v5.1	934
Pavir.1NG118200.1.v5.1	2509
Pavir.1NG118288.1.v5.1	723
Pavir.1NG118300.3.v5.1	2764
Pavir.1NG118500.2.v5.1	807
Pavir.1NG118600.3.v5.1	1113
Pavir.1NG118800.2.v5.1	2505
Pavir.1NG118900.1.v5.1	2084
Pavir.1NG118919.1.v5.1	372
Pavir.1NG119300.1.v5.1	1477
Pavir.1NG119400.2.v5.1	456
Pavir.1NG119500.2.v5.1	902
Pavir.1NG119519.1.v5.1	1089
Pavir.1NG119600.1.v5.1	913
Pavir.1NG119800.3.v5.1	2313
Pavir.1NG119819.1.v5.1	1448
Pavir.1NG120300.1.v5.1	400
Pavir.1NG120319.1.v5.1	1599
Pavir.1NG120338.1.v5.1	726
Pavir.1NG120400.2.v5.1	1478
Pavir.1NG120500.5.v5.1	1584
Pavir.1NG120519.2.v5.1	1627
Pavir.1NG120600.1.v5.1	982
Pavir.1NG120700.1.v5.1	1494
Pavir.1NG120764.1.v5.1	1618
Pavir.1NG120800.3.v5.1	1931
Pavir.1NG120900.5.v5.1	2941
Pavir.1NG121000.2.v5.1	1546
Pavir.1NG121019.1.v5.1	935
Pavir.1NG121088.2.v5.1	900
Pavir.1NG121132.1.v5.1	324
Pavir.1NG121300.1.v5.1	1218
Pavir.1NG121388.1.v5.1	1732
Pavir.1NG121500.4.v5.1	3415
Pavir.1NG121600.2.v5.1	2018
Pavir.1NG121700.1.v5.1	665
Pavir.1NG122200.2.v5.1	285
Pavir.1NG122300.2.v5.1	1124
Pavir.1NG122319.1.v5.1	318
Pavir.1NG122338.1.v5.1	1152
Pavir.1NG122357.1.v5.1	312
Pavir.1NG122500.1.v5.1	549
Pavir.1NG122519.1.v5.1	2211
Pavir.1NG122538.1.v5.1	268
Pavir.1NG122557.1.v5.1	558
Pavir.1NG122576.1.v5.1	1169
Pavir.1NG122800.1.v5.1	2464
Pavir.1NG123000.1.v5.1	884
Pavir.1NG123300.1.v5.1	860
Pavir.1NG123319.1.v5.1	336
Pavir.1NG123700.2.v5.1	1272
Pavir.1NG123719.1.v5.1	1449
Pavir.1NG123738.1.v5.1	1224
Pavir.1NG123757.1.v5.1	862
Pavir.1NG123900.1.v5.1	794
Pavir.1NG123919.1.v5.1	878
Pavir.1NG124100.10.v5.1	3580
Pavir.1NG124200.4.v5.1	4919
Pavir.1NG124219.1.v5.1	1190
Pavir.1NG124300.1.v5.1	1022
Pavir.1NG124400.1.v5.1	1328
Pavir.1NG124500.1.v5.1	1733
Pavir.1NG124519.2.v5.1	1405
Pavir.1NG124700.2.v5.1	1537
Pavir.1NG124719.1.v5.1	972
Pavir.1NG124738.1.v5.1	672
Pavir.1NG125008.1.v5.1	682
Pavir.1NG125500.2.v5.1	3464
Pavir.1NG125519.1.v5.1	957
Pavir.1NG125632.1.v5.1	807
Pavir.1NG125700.1.v5.1	1300
Pavir.1NG125800.2.v5.1	1443
Pavir.1NG125819.1.v5.1	414
Pavir.1NG125900.1.v5.1	2977
Pavir.1NG126000.1.v5.1	2794
Pavir.1NG126100.2.v5.1	1883
Pavir.1NG126200.1.v5.1	594
Pavir.1NG126219.1.v5.1	1367
Pavir.1NG126400.1.v5.1	2670
Pavir.1NG126600.1.v5.1	2493
Pavir.1NG126700.2.v5.1	3573
Pavir.1NG126800.1.v5.1	676
Pavir.1NG126819.1.v5.1	1062
Pavir.1NG127000.1.v5.1	1137
Pavir.1NG127019.1.v5.1	555
Pavir.1NG127038.1.v5.1	186
Pavir.1NG127500.1.v5.1	1244
Pavir.1NG127600.1.v5.1	705
Pavir.1NG127619.1.v5.1	448
Pavir.1NG127900.1.v5.1	1906
Pavir.1NG128000.4.v5.1	2631
Pavir.1NG128100.2.v5.1	2256
Pavir.1NG128200.2.v5.1	2465
Pavir.1NG128300.2.v5.1	1110
Pavir.1NG128319.1.v5.1	496
Pavir.1NG128400.2.v5.1	363
Pavir.1NG128600.16.v5.1	4012
Pavir.1NG128700.1.v5.1	1563
Pavir.1NG128719.1.v5.1	2555
Pavir.1NG128738.1.v5.1	927
Pavir.1NG128757.1.v5.1	348
Pavir.1NG128776.1.v5.1	159
Pavir.1NG128795.1.v5.1	485
Pavir.1NG128900.3.v5.1	3267
Pavir.1NG128920.1.v5.1	594
Pavir.1NG129100.1.v5.1	1152
Pavir.1NG129252.1.v5.1	4018
Pavir.1NG129400.1.v5.1	2072
Pavir.1NG129419.1.v5.1	645
Pavir.1NG129438.1.v5.1	396
Pavir.1NG129500.1.v5.1	1860
Pavir.1NG130000.1.v5.1	1738
Pavir.1NG130019.1.v5.1	1728
Pavir.1NG130038.1.v5.1	1997
Pavir.1NG130300.2.v5.1	1727
Pavir.1NG130400.4.v5.1	3135
Pavir.1NG130419.1.v5.1	314
Pavir.1NG130600.4.v5.1	1706
Pavir.1NG130800.1.v5.1	2160
Pavir.1NG130819.1.v5.1	2011
Pavir.1NG131200.1.v5.1	2914
Pavir.1NG131219.1.v5.1	162
Pavir.1NG131300.2.v5.1	1954
Pavir.1NG131319.1.v5.1	324
Pavir.1NG131338.1.v5.1	3010
Pavir.1NG131357.1.v5.1	1762
Pavir.1NG131700.1.v5.1	1482
Pavir.1NG131719.1.v5.1	1590
Pavir.1NG131800.7.v5.1	1909
Pavir.1NG131819.1.v5.1	438
Pavir.1NG131900.2.v5.1	597
Pavir.1NG131919.1.v5.1	1087
Pavir.1NG132100.1.v5.1	321
Pavir.1NG132119.1.v5.1	594
Pavir.1NG132200.8.v5.1	2677
Pavir.1NG132400.1.v5.1	327
Pavir.1NG132600.9.v5.1	3582
Pavir.1NG132619.1.v5.1	1684
Pavir.1NG132638.1.v5.1	3530
Pavir.1NG132657.1.v5.1	944
Pavir.1NG132676.1.v5.1	723
Pavir.1NG132695.1.v5.1	2360
Pavir.1NG132714.2.v5.1	2018
Pavir.1NG132900.6.v5.1	2457
Pavir.1NG133000.1.v5.1	150
Pavir.1NG133100.1.v5.1	411
Pavir.1NG133200.1.v5.1	899
Pavir.1NG133300.2.v5.1	754
Pavir.1NG133496.1.v5.1	1744
Pavir.1NG133500.2.v5.1	5010
Pavir.1NG133519.1.v5.1	1223
Pavir.1NG133600.19.v5.1	4580
Pavir.1NG133619.1.v5.1	758
Pavir.1NG133638.1.v5.1	564
Pavir.1NG133657.6.v5.1	3995
Pavir.1NG133800.1.v5.1	1258
Pavir.1NG133819.1.v5.1	1347
Pavir.1NG133838.1.v5.1	900
Pavir.1NG134100.1.v5.1	1880
Pavir.1NG134200.1.v5.1	724
Pavir.1NG134219.1.v5.1	351
Pavir.1NG134238.1.v5.1	1684
Pavir.1NG134257.1.v5.1	306
Pavir.1NG134500.1.v5.1	638
Pavir.1NG134519.1.v5.1	339
Pavir.1NG134538.1.v5.1	869
Pavir.1NG134600.2.v5.1	1397
Pavir.1NG134700.1.v5.1	627
Pavir.1NG134900.1.v5.1	1408
